CHORD_ROOT,CHORD_TYPE,CHORD_STRUCTURE,FINGER_POSITIONS,NOTE_NAMES,FRETS
G#,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",G# C F# A,"4, 3, 4, 2, x, x"
G#,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",G# F# C D# A,"4, x, 4, 5, 4, 5"
G#,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",G# C F# A,"x, 11, 10, 11, 10, x"
G#,m9,1;b3;5;b7;9,"1,3,1,1,1,4",G# D# F# B D# A#,"4, 6, 4, 4, 4, 6"
G#,m9,1;b3;5;b7;9,"x,x,2,1,4,3",G# B F# A#,"x, x, 6, 4, 7, 6"
G#,m9,1;b3;5;b7;9,"x,2,1,3,4,x",G# B F# A#,"x, 11, 9, 11, 11, x"
G#,m9,1;b3;5;b7;9,"2,x,3,1,0,4",G# F# A# B G#,"4, x, 4, 3, 0, 4"
G#,sus4,1;4;5,"x,x,1,1,2,4",D# G# C# G#,"x, x, 1, 1, 2, 4"
G#,sus4,1;4;5,"1,1,3,4,1,1",G# C# G# C# D# G#,"4, 4, 6, 6, 4, 4"
G#,sus4,1;4;5,"x,x,1,2,3,4",G# D# G# C#,"x, x, 6, 8, 9, 9"
G#,6/9,1;3;5;6;9,"2,1,1,1,3,4",G# C F A# D# G#,"4, 3, 3, 3, 4, 4"
G#,6/9,1;3;5;6;9,"x,x,2,1,3,4",G# C F A#,"x, x, 6, 5, 6, 6"
G#,6/9,1;3;5;6;9,"x,2,1,1,3,4",G# C F A# D#,"x, 11, 10, 10, 11, 11"
Ab,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1",Ab Gb Bb C F,"4, x, 4, 3, 1, 1"
Ab,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",Ab Gb C F Bb,"4, x, 4, 5, 6, 6"
Ab,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",Ab C Gb Bb F,"x, 11, 10, 11, 11, 1"
Ab,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",Ab Gb C F,"4, x, 4, 5, 6, x"
Ab,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4",C Gb Bb F,"x, x, 10, 11, 11, 1"
Ab,7(#9),1;3;5;b7;#9,"2,1,3,3,3,3",Ab C Gb B Eb Ab,"4, 3, 4, 4, 4, 4"
Ab,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",Ab Eb Gb C Eb B,"4, 6, 4, 5, 4, 7"
Ab,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",Ab C Gb B,"x, 11, 10, 11, 0, x"
Ab,9,1;3;5;b7;9,"x,1,3,2,4,x",C Gb Bb Eb,"x, 3, 4, 3, 4, x"
Ab,9,1;3;5;b7;9,"x,x,2,1,3,4",Gb Bb Eb Ab,"x, x, 4, 3, 4, 4"
Ab,9,1;3;5;b7;9,"x,2,1,3,4,x",Ab C Gb Bb,"x, 11, 10, 11, 11, x"
Ab,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",Ab C Gb Bb D Ab,"4, 3, 4, 3, 3, 4"
Ab,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",Ab D Gb Bb,"x, x, 6, 7, 7, 6"
Ab,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",D Ab C Gb Bb D,"10, 11, 10, 11, 11, 10"
Ab,maj13,1;3;5;7;9;11;13,"2,1,1,1,3,1",Ab C F Bb Eb G,"4, 3, 3, 3, 4, 3"
Ab,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x",Ab G C F,"4, x, 5, 5, 6, x"
Ab,maj13,1;3;5;7;9;11;13,"2,x,1,1,4,1",Ab F Bb F G,"4, x, 3, 3, 6, 3"
Ab,maj13,1;3;5;7;9;11;13,"x,1,1,1,2,1",C F Bb Eb G,"x, 3, 3, 3, 4, 3"
Ab,7,1;3;5;b7,"x,x,1,1,1,2",Eb Ab C Gb,"x, x, 1, 1, 1, 2"
Ab,7,1;3;5;b7,"1,3,1,2,4,1",Ab Eb Gb C Gb Ab,"4, 6, 4, 5, 7, 4"
Ab,7,1;3;5;b7,"x,1,3,1,4,1",Ab Eb Gb C Eb,"x, 11, 1, 11, 1, 11"
Ab,7,1;3;5;b7,"x,x,x,2,1,3",Eb Gb C,"x, x, x, 8, 7, 8"
Ab,7,1;3;5;b7,"1,3,1,2,1,1",Ab Eb Gb C Eb Ab,"4, 6, 4, 5, 4, 4"
Ab,7,1;3;5;b7,"1,x,2,3,x,x",Ab Gb C,"4, x, 4, 5, x, x"
Ab,7,1;3;5;b7,"x,2,1,3,x,x",Ab C Gb,"x, 11, 10, 11, x, x"
Ab,7,1;3;5;b7,"x,x,1,3,2,4",Ab Eb Gb C,"x, x, 6, 8, 7, 8"
Ab,7,1;3;5;b7,"1,3,x,2,4,x",Ab Eb C Gb,"4, 6, x, 5, 7, x"
Ab,7,1;3;5;b7,"x,x,1,2,1,1",Gb C Eb Ab,"x, x, 4, 5, 4, 4"
Ab,7,1;3;5;b7,"x,x,2,3,1,4",C Gb Ab Eb,"x, x, 10, 11, 9, 11"
Ab,7,1;3;5;b7,"1,3,1,2,4,x",Ab Eb Gb C Gb,"4, 6, 4, 5, 7, x"
Ab,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",Ab D E B,"4, 5, 2, 4, x, x"
Ab,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",E B D Ab,"x, 7, 9, 7, 9, x"
Ab,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",B E Ab D,"x, x, 9, 9, 9, 10"
Ab,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",Ab E B D,"4, x, 2, 4, 3, x"
Ab,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Ab D E B,"x, x, 6, 7, 5, 7"
Ab,aug,1;3;#5,"x,3,2,1,1,x",E Ab C E,"x, 7, 6, 5, 5, x"
Ab,aug,1;3;#5,"4,3,2,1,x,x",C E Ab C,"8, 7, 6, 5, x, x"
Ab,aug,1;3;#5,"x,x,4,2,3,1",E Ab C E,"x, x, 2, 1, 1, 0"
Ab,maj,1;3;5,"x,x,1,1,1,4",Eb Ab C Ab,"x, x, 1, 1, 1, 4"
Ab,maj,1;3;5,"1,3,4,2,1,1",Ab Eb Ab C Eb Ab,"4, 6, 6, 5, 4, 4"
Ab,maj,1;3;5,"x,4,3,1,2,1",Ab C Eb Ab C,"x, 11, 10, 8, 9, 8"
Ab,maj,1;3;5,"4,x,1,1,1,x",Ab Eb Ab C,"4, x, 1, 1, 1, x"
Ab,maj,1;3;5,"x,3,1,1,1,x",C Eb Ab C,"x, 3, 1, 1, 1, x"
Ab,maj,1;3;5,"x,1,4,3,2,x",C Ab C Eb,"x, 3, 6, 5, 4, x"
Ab,maj,1;3;5,"x,1,4,4,4,x",Ab Eb Ab C,"x, 11, 1, 1, 1, x"
Ab,maj,1;3;5,"1,x,3,1,2,x",C C Eb Ab,"8, x, 10, 8, 9, x"
Ab,maj,1;3;5,"x,x,3,2,1,1",Ab C Eb Ab,"x, x, 6, 5, 4, 4"
Ab,maj,1;3;5,"x,x,x,3,4,1",Ab C Eb,"x, x, x, 1, 1, 11"
Ab,maj,1;3;5,"x,x,1,1,1,x",Eb Ab C,"x, x, 1, 1, 1, x"
Ab,maj,1;3;5,"1,3,4,2,x,x",Ab Eb Ab C,"4, 6, 6, 5, x, x"
Ab,maj,1;3;5,"x,4,3,1,x,x",Ab C Eb,"x, 11, 10, 8, x, x"
Ab,maj,1;3;5,"x,3,4,2,1,x",Eb Ab C Eb,"x, 6, 6, 5, 4, x"
Ab,maj,1;3;5,"1,x,x,2,1,1",Ab C Eb Ab,"4, x, x, 5, 4, 4"
Ab,maj,1;3;5,"2,1,x,x,x,x",Ab C,"4, 3, x, x, x, x"
Ab,maj,1;3;5,"x,3,4,2,1,1",Eb Ab C Eb Ab,"x, 6, 6, 5, 4, 4"
Ab,maj,1;3;5,"3,x,1,4,x,x",C Ab Eb,"8, x, 6, 8, x, x"
Ab,maj,1;3;5,"x,1,2,3,4,1",Ab Eb Ab C Eb,"x, 11, 1, 1, 1, 11"
Ab,11,1;3;5;b7;9;11,"3,x,4,2,1,1",Ab Gb Bb Db Gb,"4, x, 4, 3, 2, 2"
Ab,11,1;3;5;b7;9;11,"x,x,1,1,2,1",Ab Db Gb Bb,"x, x, 6, 6, 7, 6"
Ab,11,1;3;5;b7;9;11,"x,1,1,1,1,1",Ab Db Gb Bb Eb,"x, 11, 11, 11, 11, 11"
Ab,maj9,1;3;5;7;9,"2,1,4,1,3,x",Ab C G Bb Eb,"4, 3, 5, 3, 4, x"
Ab,maj9,1;3;5;7;9,"x,x,4,1,2,1",Ab Bb Eb G,"x, x, 6, 3, 4, 3"
Ab,maj9,1;3;5;7;9,"x,2,1,4,3,x",Ab C G Bb,"x, 11, 10, 0, 11, x"
Ab,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x",Ab Gb B Db,"4, x, 4, 4, 2, x"
Ab,m7b5,1;b3;b5;b7,"2,x,3,4,1,x",Ab Gb B D,"4, x, 4, 4, 3, x"
Ab,m,1;b3;5,"1,3,4,1,1,1",Ab Eb Ab B Eb Ab,"4, 6, 6, 4, 4, 4"
Ab,m,1;b3;5,"x,x,1,3,4,2",Ab Eb Ab B,"x, x, 6, 8, 9, 7"
Ab,m,1;b3;5,"x,1,3,4,2,1",Ab Eb Ab B Eb,"x, 11, 1, 1, 0, 11"
Ab,m,1;b3;5,"x,3,x,1,1,x",Eb B Eb,"x, 6, x, 4, 4, x"
Ab,7b5,1;3;b5;b7,"x,x,2,4,1,3",Gb C D Ab,"x, x, 4, 5, 3, 4"
Ab,7b5,1;3;b5;b7,"1,3,2,4,x,x",Ab D Gb C,"4, 5, 4, 5, x, x"
Ab,7b5,1;3;b5;b7,"x,x,1,2,3,4",Ab D Gb C,"x, x, 6, 7, 7, 8"
Ab,m7,1;b3;5;b7,"1,3,1,1,4,1",Ab Eb Gb B Gb Ab,"4, 6, 4, 4, 7, 4"
Ab,m7,1;b3;5;b7,"x,x,1,4,2,3",Ab Eb Gb B,"x, x, 6, 8, 7, 7"
Ab,m7,1;b3;5;b7,"x,1,3,1,2,1",Ab Eb Gb B Eb,"x, 11, 1, 11, 0, 11"
Ab,m7,1;b3;5;b7,"2,x,3,3,3,x",Ab Gb B Eb,"4, x, 4, 4, 4, x"
Ab,m7,1;b3;5;b7,"1,3,1,1,1,1",Ab Eb Gb B Eb Ab,"4, 6, 4, 4, 4, 4"
Ab,m7,1;b3;5;b7,"1,3,1,1,1,x",Ab Eb Gb B Eb,"4, 6, 4, 4, 4, x"
Ab,dim,1;b3;b5,"x,x,4,3,1,2",Ab B D Ab,"x, x, 6, 4, 3, 4"
Ab,dim,1;b3;b5,"x,1,2,4,3,x",Ab D Ab B,"x, 11, 0, 1, 0, x"
Ab,6,1;3;5;6,"x,x,1,1,1,1",Eb Ab C F,"x, x, 1, 1, 1, 1"
Ab,6,1;3;5;6,"1,x,3,2,4,1",Ab Ab C F Ab,"4, x, 6, 5, 6, 4"
Ab,6,1;3;5;6,"x,4,2,3,1,x",Ab C F Ab,"x, 11, 10, 10, 9, x"
Ab,6,1;3;5;6,"x,x,3,2,4,1",Ab C F Ab,"x, x, 6, 5, 6, 4"
Ab,6,1;3;5;6,"2,x,1,4,x,x",Ab F C,"4, x, 3, 5, x, x"
Ab,6,1;3;5;6,"1,x,x,3,4,x",Ab C F,"4, x, x, 5, 6, x"
Ab,6,1;3;5;6,"x,x,1,3,1,4",Ab Eb F C,"x, x, 6, 8, 6, 8"
Ab,7(#5),1;3;#5;b7,"1,x,1,2,3,1",Ab Gb C E Ab,"4, x, 4, 5, 5, 4"
Ab,7(#5),1;3;#5;b7,"x,1,2,1,1,x",Gb C E Ab,"x, 9, 10, 9, 9, x"
Ab,7(#5),1;3;#5;b7,"x,1,4,1,3,2",Ab E Gb C E,"x, 11, 2, 11, 1, 0"
Ab,7(#5),1;3;#5;b7,"1,x,2,3,4,x",Ab Gb C E,"4, x, 4, 5, 5, x"
Ab,7(#5),1;3;#5;b7,"x,x,1,2,3,1",Gb C E Ab,"x, x, 4, 5, 5, 4"
Ab,7sus4,1;4;5;b7,"x,x,1,1,2,3",Eb Ab Db Gb,"x, x, 1, 1, 2, 2"
Ab,7sus4,1;4;5;b7,"1,3,1,4,1,1",Ab Eb Gb Db Eb Ab,"4, 6, 4, 6, 4, 4"
Ab,7sus4,1;4;5;b7,"x,x,1,3,2,4",Ab Eb Gb Db,"x, x, 6, 8, 7, 9"
Ab,7sus4,1;4;5;b7,"4,x,1,3,2,x",Db Ab Eb Gb,"9, x, 6, 8, 7, x"
Ab,maj7,1;3;5;7,"x,x,4,3,2,1",Ab C Eb G,"x, x, 6, 5, 4, 3"
Ab,maj7,1;3;5;7,"1,4,2,3,1,x",Ab Eb G C Eb,"4, 6, 5, 5, 4, x"
Ab,maj7,1;3;5;7,"x,4,3,1,1,1",Ab C Eb G C,"x, 11, 10, 8, 8, 8"
Ab,maj7,1;3;5;7,"2,1,4,0,x,x",Ab C G G,"4, 3, 5, 0, x, x"
Ab,maj7,1;3;5;7,"1,x,3,4,2,x",Ab G C Eb,"4, x, 5, 5, 4, x"
Ab,maj7,1;3;5;7,"x,1,x,x,2,4",Ab C G,"x, 11, x, x, 1, 3"
Ab,maj7,1;3;5;7,"x,x,x,1,1,1",Eb G C,"x, x, x, 8, 8, 8"
Ab,maj7,1;3;5;7,"x,x,x,3,2,1",C Eb G,"x, x, x, 5, 4, 3"
Ab,maj7,1;3;5;7,"x,x,x,2,4,1",G C Eb,"x, x, x, 0, 1, 11"
Ab,maj7,1;3;5;7,"x,3,2,0,1,x",Ab C G Ab,"x, 11, 10, 0, 9, x"
Ab,maj7,1;3;5;7,"1,x,2,3,x,x",Ab G C,"4, x, 5, 5, x, x"
Ab,maj7,1;3;5;7,"x,2,x,0,1,4",G G Ab Eb,"x, 10, x, 0, 9, 11"
Ab,maj7,1;3;5;7,"2,x,3,4,2,1",Ab G C Eb G,"4, x, 5, 5, 4, 3"
Ab,maj7,1;3;5;7,"x,x,1,3,3,3",Ab Eb G C,"x, x, 6, 8, 8, 8"
Ab,5,1;5,"1,3,x,x,x,x",Ab Eb,"4, 6, x, x, x, x"
Ab,5,1;5,"1,3,4,x,x,x",Ab Eb Ab,"4, 6, 6, x, x, x"
Ab,5,1;5,"x,1,1,x,x,x",Eb Ab,"x, 6, 6, x, x, x"
Ab,5,1;5,"x,1,3,4,x,x",Ab Eb Ab,"x, 11, 1, 1, x, x"
Ab,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",Ab Gb C D,"4, x, 4, 5, 3, x"
Ab,7(#11),1;3;5;b7;#11,"1,x,1,4,x,x",Ab Gb D,"4, x, 4, 7, x, x"
Ab,m6,1;b3;5;6,"x,x,1,2,0,3",Eb Ab B F,"x, x, 1, 1, 0, 1"
Ab,m6,1;b3;5;6,"1,x,3,1,4,1",Ab Ab B F Ab,"4, x, 6, 4, 6, 4"
Ab,m6,1;b3;5;6,"x,3,1,2,1,x",Ab B F Ab,"x, 11, 9, 10, 9, x"
Ab,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",Ab C Gb A,"4, 3, 4, 2, x, x"
Ab,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",Ab Gb C Eb A,"4, x, 4, 5, 4, 5"
Ab,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",Ab C Gb A,"x, 11, 10, 11, 10, x"
Ab,m9,1;b3;5;b7;9,"1,3,1,1,1,4",Ab Eb Gb B Eb Bb,"4, 6, 4, 4, 4, 6"
Ab,m9,1;b3;5;b7;9,"x,x,2,1,4,3",Ab B Gb Bb,"x, x, 6, 4, 7, 6"
Ab,m9,1;b3;5;b7;9,"x,2,1,3,4,x",Ab B Gb Bb,"x, 11, 9, 11, 11, x"
Ab,sus4,1;4;5,"x,x,1,1,2,4",Eb Ab Db Ab,"x, x, 1, 1, 2, 4"
Ab,sus4,1;4;5,"1,1,3,4,1,1",Ab Db Ab Db Eb Ab,"4, 4, 6, 6, 4, 4"
Ab,sus4,1;4;5,"x,x,1,2,3,4",Ab Eb Ab Db,"x, x, 6, 8, 9, 9"
Ab,sus4,1;4;5,"1,x,3,3,x,x",Ab Ab Db,"4, x, 6, 6, x, x"
Ab,6/9,1;3;5;6;9,"2,1,1,1,3,4",Ab C F Bb Eb Ab,"4, 3, 3, 3, 4, 4"
Ab,6/9,1;3;5;6;9,"x,x,2,1,3,4",Ab C F Bb,"x, x, 6, 5, 6, 6"
Ab,6/9,1;3;5;6;9,"x,2,1,1,3,4",Ab C F Bb Eb,"x, 11, 10, 10, 11, 11"
Bb,13,1;3;5;b7;9;11;13,"x,1,0,2,3,4",Bb D Ab C G,"x, 1, 0, 1, 1, 3"
Bb,13,1;3;5;b7;9;11;13,"4,x,3,2,1,1",Bb Ab C D G,"6, x, 6, 5, 3, 3"
Bb,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",Bb Ab D G C,"6, x, 6, 7, 8, 8"
Bb,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",Bb Ab D G,"6, x, 6, 7, 8, x"
Bb,13,1;3;5;b7;9;11;13,"x,1,2,1,4,4",D Ab C G C,"x, 5, 6, 5, 8, 8"
Bb,13,1;3;5;b7;9;11;13,"x,1,1,1,2,1",G C F Bb D,"x, 10, 10, 10, 11, 10"
Bb,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1",Ab D G Bb,"x, x, 6, 7, 8, 6"
Bb,13,1;3;5;b7;9;11;13,"1,x,1,2,3,1",Bb Ab D G Bb,"6, x, 6, 7, 8, 6"
Bb,6(#11),1;3;5;6;#11,"x,1,3,0,4,0",Bb F G D E,"x, 1, 3, 0, 3, 0"
Bb,7(#9),1;3;5;b7;#9,"x,1,0,2,4,3",Bb D Ab C# F,"x, 1, 0, 1, 2, 1"
Bb,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x",Bb D Ab C# F,"6, 5, 6, 6, 6, x"
Bb,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",Bb F Ab D F C#,"6, 8, 6, 7, 6, 9"
Bb,9,1;3;5;b7;9,"x,2,0,3,4,x",Bb D Ab C,"x, 1, 0, 1, 1, x"
Bb,9,1;3;5;b7;9,"x,1,3,2,4,x",D Ab C F,"x, 5, 6, 5, 6, x"
Bb,9,1;3;5;b7;9,"1,x,1,2,1,4",Bb Ab D F C,"6, x, 6, 7, 6, 8"
Bb,9,1;3;5;b7;9,"x,2,1,3,3,3",Bb D Ab C F,"x, 1, 0, 1, 1, 1"
Bb,9,1;3;5;b7;9,"x,x,1,2,1,4",Ab D F C,"x, x, 6, 7, 6, 8"
Bb,9,1;3;5;b7;9,"x,x,1,3,3,3",D Ab C F,"x, x, 0, 1, 1, 1"
Bb,9,1;3;5;b7;9,"x,1,3,2,4,4",D Ab C F Bb,"x, 5, 6, 5, 6, 6"
Bb,9,1;3;5;b7;9,"x,x,3,2,1,4",Ab C D Bb,"x, x, 6, 5, 3, 6"
Bb,9,1;3;5;b7;9,"x,2,1,3,4,x",Bb D Ab C,"x, 1, 0, 1, 1, x"
Bb,9,1;3;5;b7;9,"2,1,3,1,x,x",Bb D Ab C,"6, 5, 6, 5, x, x"
Bb,9,1;3;5;b7;9,"x,1,3,2,x,x",D Ab C,"x, 5, 6, 5, x, x"
Bb,9,1;3;5;b7;9,"x,x,2,1,3,x",Ab C F,"x, x, 6, 5, 6, x"
Bb,9,1;3;5;b7;9,"x,x,0,1,1,1",D Ab C F,"x, x, 0, 1, 1, 1"
Bb,9,1;3;5;b7;9,"x,2,0,3,3,3",Bb D Ab C F,"x, 1, 0, 1, 1, 1"
Bb,9b5,1;3;b5;b7;9,"0,1,0,2,3,0",E Bb D Ab C E,"0, 1, 0, 1, 1, 0"
Bb,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",Bb D Ab C E Bb,"6, 5, 6, 5, 5, 6"
Bb,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",Bb E Ab C,"x, x, 8, 9, 9, 8"
Bb,maj13,1;3;5;7;9;11;13,"2,1,1,1,3,1",Bb D G C F A,"6, 5, 5, 5, 6, 5"
Bb,maj13,1;3;5;7;9;11;13,"3,x,4,2,1,1",Bb A C D G,"6, x, 7, 5, 3, 3"
Bb,7,1;3;5;b7,"x,1,3,1,4,1",Bb F Ab D F,"x, 1, 3, 1, 3, 1"
Bb,7,1;3;5;b7,"1,3,1,2,4,1",Bb F Ab D Ab Bb,"6, 8, 6, 7, 9, 6"
Bb,7,1;3;5;b7,"x,x,1,3,2,4",Bb F Ab D,"x, x, 8, 10, 9, 10"
Bb,7,1;3;5;b7,"1,3,1,2,1,1",Bb F Ab D F Bb,"6, 8, 6, 7, 6, 6"
Bb,7,1;3;5;b7,"x,x,1,3,2,x",Ab D F,"x, x, 6, 7, 6, x"
Bb,7,1;3;5;b7,"x,x,1,1,1,3",F Bb D Ab,"x, x, 3, 3, 3, 4"
Bb,7,1;3;5;b7,"1,x,2,3,x,x",Bb Ab D,"6, x, 6, 7, x, x"
Bb,7,1;3;5;b7,"x,2,0,3,x,x",Bb D Ab,"x, 1, 0, 1, x, x"
Bb,7,1;3;5;b7,"x,x,x,3,2,1",D F Ab,"x, x, x, 7, 6, 4"
Bb,7,1;3;5;b7,"x,x,x,1,4,x",D Ab,"x, x, x, 7, 9, x"
Bb,7,1;3;5;b7,"x,x,x,2,1,3",F Ab D,"x, x, x, 10, 9, 10"
Bb,7,1;3;5;b7,"1,x,2,4,3,x",Bb Ab D F,"6, x, 6, 7, 6, x"
Bb,7,1;3;5;b7,"x,x,1,2,1,1",Ab D F Bb,"x, x, 6, 7, 6, 6"
Bb,7,1;3;5;b7,"x,2,1,3,x,x",Bb D Ab,"x, 1, 0, 1, x, x"
Bb,7,1;3;5;b7,"x,x,x,1,1,2",Bb D Ab,"x, x, x, 3, 3, 4"
Bb,7,1;3;5;b7,"x,x,x,2,4,1",D Ab Bb,"x, x, x, 7, 9, 6"
Bb,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",G Db E Bb,"3, 4, 2, 3, x, x"
Bb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Db G Bb E,"x, 4, 5, 3, 5, x"
Bb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Bb E G Db,"x, x, 8, 9, 8, 9"
Bb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Bb E G Db,"x, 1, 2, 0, 2, x"
Bb,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",Bb G Db E,"6, x, 5, 6, 5, x"
Bb,aug,1;3;#5,"x,3,2,1,1,x",D F# Bb D,"x, 5, 4, 3, 3, x"
Bb,aug,1;3;#5,"4,3,2,1,x,x",Bb D F# Bb,"6, 5, 4, 3, x, x"
Bb,aug,1;3;#5,"x,x,4,2,3,1",D F# Bb D,"x, x, 0, 11, 11, 10"
Bb,maj,1;3;5,"x,1,3,3,3,x",Bb F Bb D,"x, 1, 3, 3, 3, x"
Bb,maj,1;3;5,"1,3,4,2,1,1",Bb F Bb D F Bb,"6, 8, 8, 7, 6, 6"
Bb,maj,1;3;5,"x,4,3,1,2,1",Bb D F Bb D,"x, 1, 0, 10, 11, 10"
Bb,maj,1;3;5,"4,3,1,1,1,x",Bb D F Bb D,"6, 5, 3, 3, 3, x"
Bb,maj,1;3;5,"2,1,x,x,x,x",Bb D,"6, 5, x, x, x, x"
Bb,maj,1;3;5,"x,x,x,x,1,4",D Bb,"x, x, x, x, 3, 6"
Bb,maj,1;3;5,"x,x,x,x,1,1",F Bb,"x, x, x, x, 6, 6"
Bb,maj,1;3;5,"x,1,4,x,x,x",D Bb,"x, 5, 8, x, x, x"
Bb,maj,1;3;5,"x,1,3,3,3,1",Bb F Bb D F,"x, 1, 3, 3, 3, 1"
Bb,maj,1;3;5,"x,x,0,3,4,1",D Bb D F,"x, x, 0, 3, 3, 1"
Bb,maj,1;3;5,"x,x,3,2,1,1",Bb D F Bb,"x, x, 8, 7, 6, 6"
Bb,maj,1;3;5,"x,3,x,2,1,1",F D F Bb,"x, 8, x, 7, 6, 6"
Bb,maj,1;3;5,"x,3,4,2,1,1",F Bb D F Bb,"x, 8, 8, 7, 6, 6"
Bb,maj,1;3;5,"x,x,1,1,1,x",F Bb D,"x, x, 3, 3, 3, x"
Bb,maj,1;3;5,"x,3,1,1,1,x",D F Bb D,"x, 5, 3, 3, 3, x"
Bb,maj,1;3;5,"x,x,1,1,1,4",F Bb D Bb,"x, x, 3, 3, 3, 6"
Bb,maj,1;3;5,"x,x,2,1,x,x",Bb D,"x, x, 8, 7, x, x"
Bb,11,1;3;5;b7;9;11,"x,1,1,1,1,1",Bb Eb Ab C F,"x, 1, 1, 1, 1, 1"
Bb,11,1;3;5;b7;9;11,"3,x,4,2,1,1",Bb Ab C Eb Ab,"6, x, 6, 5, 4, 4"
Bb,11,1;3;5;b7;9;11,"x,x,1,1,2,1",Bb Eb Ab C,"x, x, 8, 8, 9, 8"
Bb,maj9,1;3;5;7;9,"x,1,0,4,2,3",Bb D A C F,"x, 1, 0, 2, 1, 1"
Bb,maj9,1;3;5;7;9,"2,1,4,1,x,x",Bb D A C,"6, 5, 7, 5, x, x"
Bb,maj9,1;3;5;7;9,"x,x,4,1,2,1",Bb C F A,"x, x, 8, 5, 6, 5"
Bb,maj9,1;3;5;7;9,"x,1,4,1,2,1",D Bb C F A,"x, 5, 8, 5, 6, 5"
Bb,maj9,1;3;5;7;9,"x,x,1,3,4,1",Bb F A C,"x, x, 8, 10, 10, 8"
Bb,maj9,1;3;5;7;9,"x,1,3,2,1,x",Bb F A C,"x, 1, 3, 2, 1, x"
Bb,sus2,1;2;5,"x,1,3,4,1,1",Bb F Bb C F,"x, 1, 3, 3, 1, 1"
Bb,m11,1;b3;5;b7;9;11,"x,x,2,3,1,x",Ab Db Eb,"x, x, 6, 6, 4, x"
Bb,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1",Bb Eb Ab Db F,"x, 1, 1, 1, 2, 1"
Bb,m11,1;b3;5;b7;9;11,"x,1,1,1,2,x",Bb Eb Ab Db,"x, 1, 1, 1, 2, x"
Bb,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x",Bb Ab Db Eb,"6, x, 6, 6, 4, x"
Bb,m,1;b3;5,"x,1,3,4,2,1",Bb F Bb Db F,"x, 1, 3, 3, 2, 1"
Bb,m,1;b3;5,"1,3,4,1,1,1",Bb F Bb Db F Bb,"6, 8, 8, 6, 6, 6"
Bb,m,1;b3;5,"x,x,1,3,4,2",Bb F Bb Db,"x, x, 8, 10, 11, 9"
Bb,m,1;b3;5,"x,x,3,4,2,1",F Bb Db F,"x, x, 3, 3, 2, 1"
Bb,m,1;b3;5,"3,1,x,x,x,x",Bb Db,"6, 4, x, x, x, x"
Bb,m,1;b3;5,"x,x,x,3,2,1",Bb Db F,"x, x, x, 3, 2, 1"
Bb,m,1;b3;5,"x,x,x,1,1,1",Db F Bb,"x, x, x, 6, 6, 6"
Bb,m,1;b3;5,"x,3,4,1,x,x",F Bb Db,"x, 8, 8, 6, x, x"
Bb,7b5,1;3;b5;b7,"x,1,2,1,3,x",Bb E Ab D,"x, 1, 2, 1, 3, x"
Bb,7b5,1;3;b5;b7,"x,x,2,4,1,3",Ab D E Bb,"x, x, 6, 7, 5, 6"
Bb,7b5,1;3;b5;b7,"x,x,1,2,3,4",Bb E Ab D,"x, x, 8, 9, 9, 10"
Bb,9(#11),1;3;5;b7;9;#11,"x,1,2,1,1,x",D Ab C E,"x, 5, 6, 5, 5, x"
